filename,model_type,supert_score
references_10023032.txt.json,openai,0.589038591266097
references_10666450.txt.json,openai,0.5309246235088293
references_11250870.txt.json,openai,0.4925220712837251
references_11600250.txt.json,openai,0.56265810043564
references_12202526.txt.json,openai,0.4887259264147375
references_12791683.txt.json,openai,0.6084079220074122
references_12920324.txt.json,openai,0.6390930609234885
references_14668458.txt.json,openai,0.6073624941913591
references_15070725.txt.json,openai,0.6019548622628063
references_15314218.txt.json,openai,0.5654333088543162
references_17329672.txt.json,openai,0.6301152754691608
references_17360565.txt.json,openai,0.6008956363050331
references_17634151.txt.json,openai,0.6177152880481436
references_17898283.txt.json,openai,0.6451077417203577
references_18177893.txt.json,openai,0.6047393245528233
references_18832739.txt.json,openai,0.5807203368853625
references_19538912.txt.json,openai,0.4987065336541774
references_19682250.txt.json,openai,0.513456253652474
references_19716270.txt.json,openai,0.5625268026398692
references_20150519.txt.json,openai,0.5153003156818861
references_2018836.txt.json,openai,0.61693013192357
references_20396475.txt.json,openai,0.6733385467819073
references_21768294.txt.json,openai,0.6307314289742965
references_22152042.txt.json,openai,0.6167658122375614
references_22629486.txt.json,openai,0.5878677413550321
references_22723755.txt.json,openai,0.5377797603540431
references_22919255.txt.json,openai,0.5582430592044635
references_22920823.txt.json,openai,0.5040523727053066
references_23872561.txt.json,openai,0.6043856645394459
references_23934175.txt.json,openai,0.6008119880617228
references_24192840.txt.json,openai,0.4453787755596417
references_24215626.txt.json,openai,0.6332491807807246
references_24300108.txt.json,openai,0.6036870869190076
references_24482640.txt.json,openai,0.6220006437970758
references_24532791.txt.json,openai,0.5792620722500843
references_24552547.txt.json,openai,0.5828391869972518
references_24672735.txt.json,openai,0.6007771964416015
references_2478231.txt.json,openai,0.6820736606655166
references_25277158.txt.json,openai,0.5452829337590098
references_25426027.txt.json,openai,0.637736786191004
references_25526801.txt.json,openai,0.6025396539110008
references_25904064.txt.json,openai,0.5985559683492734
references_26009832.txt.json,openai,0.5521885154554568
references_26061748.txt.json,openai,0.6433044945675377
references_26135587.txt.json,openai,0.518548855882526
references_26362109.txt.json,openai,0.6219766856827288
references_26388769.txt.json,openai,0.5902791131575971
references_26425313.txt.json,openai,0.4959322982663988
references_26620827.txt.json,openai,0.5414056547191504
references_26693196.txt.json,openai,0.47863957764176907
references_26698563.txt.json,openai,0.5850011362826427
references_26759600.txt.json,openai,0.6385813336762881
references_26771015.txt.json,openai,0.48967466870847703
references_26867006.txt.json,openai,0.6274897170544865
references_26883674.txt.json,openai,0.5921038778909077
references_26989696.txt.json,openai,0.5311336657787138
references_26989706.txt.json,openai,0.5938428516858149
references_27398178.txt.json,openai,0.5646519107746324
references_28025003.txt.json,openai,0.6278453062193984
references_28081773.txt.json,openai,0.596261989661416
references_28085050.txt.json,openai,0.5194010836474335
references_28328845.txt.json,openai,0.583281276351667
references_28341742.txt.json,openai,0.6198886844293056
references_28357313.txt.json,openai,0.5670595488581963
references_28532672.txt.json,openai,0.5120971018475934
references_28751072.txt.json,openai,0.5661500867455445
references_28835437.txt.json,openai,0.6471104020323927
references_29232865.txt.json,openai,0.55527745411279
references_29372157.txt.json,openai,0.552486173555862
references_29720994.txt.json,openai,0.5827508955272389
references_29853884.txt.json,openai,0.6808928543974027
references_30050108.txt.json,openai,0.5278325150244636
references_30278795.txt.json,openai,0.5088893732175493
references_30296261.txt.json,openai,0.5551412195609902
references_30338186.txt.json,openai,0.5944108961081458
references_30400950.txt.json,openai,0.5241377666222268
references_30412320.txt.json,openai,0.5979410837101545
references_30621090.txt.json,openai,0.6428717916862828
references_30697269.txt.json,openai,0.4037720775349655
references_30785934.txt.json,openai,0.541078883839495
references_31114497.txt.json,openai,0.6190712674439146
references_31292491.txt.json,openai,0.5924972635307133
references_31387225.txt.json,openai,0.5895318649399932
references_31438536.txt.json,openai,0.567166835767876
references_31515467.txt.json,openai,0.5856970874615223
references_31598157.txt.json,openai,0.5738584975749558
references_31623127.txt.json,openai,0.5575537626399253
references_31646728.txt.json,openai,0.6005300772050618
references_31692481.txt.json,openai,0.6266779895213489
references_31734469.txt.json,openai,0.6318123992029103
references_31776283.txt.json,openai,0.5420760515702816
references_31878829.txt.json,openai,0.5985555811185215
references_31921993.txt.json,openai,0.6368410661641806
references_31933937.txt.json,openai,0.5871353958790398
references_32116644.txt.json,openai,0.5925776788073632
references_32252380.txt.json,openai,0.5930345922972631
references_32281301.txt.json,openai,0.5467654474285746
references_32524041.txt.json,openai,0.5772761327306722
references_32547622.txt.json,openai,0.5064958619401361
references_32694387.txt.json,openai,0.7249309367232437
references_32751594.txt.json,openai,0.6123673552238575
references_32823611.txt.json,openai,0.6284537246298777
