filename,model_type,doc_id,rouge_we_3_p,rouge_we_3_r,rouge_we_3_f
langchain-openai_10023032.txt.json,langchain,10023032,0.5882352941176471,0.3448275862068966,0.4347826086956522
langchain-openai_10666450.txt.json,langchain,10666450,0.416,0.23636363636363636,0.3014492753623188
langchain-openai_11250870.txt.json,langchain,11250870,0.21428571428571427,0.08076923076923077,0.11731843575418995
langchain-openai_11600250.txt.json,langchain,11600250,0.4462809917355372,0.26865671641791045,0.33540372670807456
langchain-openai_12202526.txt.json,langchain,12202526,0.35602094240837695,0.21725239616613418,0.2698412698412698
langchain-openai_12791683.txt.json,langchain,12791683,0.37398373983739835,0.21495327102803738,0.27299703264094954
langchain-openai_12920324.txt.json,langchain,12920324,0.46875,0.2102803738317757,0.2903225806451613
langchain-openai_14668458.txt.json,langchain,14668458,0.30714285714285716,0.1365079365079365,0.189010989010989
langchain-openai_15070725.txt.json,langchain,15070725,0.33516483516483514,0.3630952380952381,0.3485714285714286
langchain-openai_15314218.txt.json,langchain,15314218,0.33,0.3157894736842105,0.3227383863080685
langchain-openai_17329672.txt.json,langchain,17329672,0.4788732394366197,0.3253588516746411,0.38746438746438744
langchain-openai_17360565.txt.json,langchain,17360565,0.3333333333333333,0.22549019607843138,0.26900584795321636
langchain-openai_17634151.txt.json,langchain,17634151,0.3697478991596639,0.20657276995305165,0.26506024096385544
langchain-openai_17898283.txt.json,langchain,17898283,0.39215686274509803,0.19292604501607716,0.25862068965517243
langchain-openai_18177893.txt.json,langchain,18177893,0.4186046511627907,0.29508196721311475,0.34615384615384615
langchain-openai_18832739.txt.json,langchain,18832739,0.32857142857142857,0.2749003984063745,0.2993492407809111
langchain-openai_19538912.txt.json,langchain,19538912,0.3575757575757576,0.30412371134020616,0.3286908077994429
langchain-openai_19682250.txt.json,langchain,19682250,0.313953488372093,0.29508196721311475,0.30422535211267604
langchain-openai_19716270.txt.json,langchain,19716270,0.49230769230769234,0.2277580071174377,0.31143552311435524
