filename,model_type,doc_id,rouge_we_3_p,rouge_we_3_r,rouge_we_3_f
langchain-openai_10023032.txt.json,langchain,10023032,0.5766423357664233,0.34051724137931033,0.42818428184281837
langchain-openai_10666450.txt.json,langchain,10666450,0.3877551020408163,0.17272727272727273,0.23899371069182393
langchain-openai_11250870.txt.json,langchain,11250870,0.2830188679245283,0.11538461538461539,0.1639344262295082
langchain-openai_11600250.txt.json,langchain,11600250,0.40707964601769914,0.22885572139303484,0.29299363057324845
langchain-openai_12202526.txt.json,langchain,12202526,0.3387096774193548,0.134185303514377,0.19221967963386724
langchain-openai_12791683.txt.json,langchain,12791683,0.21084337349397592,0.16355140186915887,0.18421052631578946
langchain-openai_12920324.txt.json,langchain,12920324,0.5963302752293578,0.3037383177570093,0.4024767801857585
langchain-openai_14668458.txt.json,langchain,14668458,0.3888888888888889,0.1111111111111111,0.1728395061728395
langchain-openai_15070725.txt.json,langchain,15070725,0.410958904109589,0.35714285714285715,0.3821656050955414
langchain-openai_15314218.txt.json,langchain,15314218,0.3935483870967742,0.291866028708134,0.33516483516483514
langchain-openai_17329672.txt.json,langchain,17329672,0.35714285714285715,0.28708133971291866,0.3183023872679045
langchain-openai_17360565.txt.json,langchain,17360565,0.34507042253521125,0.24019607843137256,0.28323699421965315
langchain-openai_17634151.txt.json,langchain,17634151,0.42592592592592593,0.215962441314554,0.2866043613707165
langchain-openai_17898283.txt.json,langchain,17898283,0.4634146341463415,0.1832797427652733,0.26267281105990786
langchain-openai_18177893.txt.json,langchain,18177893,0.4827586206896552,0.28688524590163933,0.3598971722365038
langchain-openai_18832739.txt.json,langchain,18832739,0.3525641025641026,0.21912350597609562,0.2702702702702703
langchain-openai_19538912.txt.json,langchain,19538912,0.378698224852071,0.32989690721649484,0.3526170798898071
langchain-openai_19682250.txt.json,langchain,19682250,0.32116788321167883,0.24043715846994534,0.275
langchain-openai_19716270.txt.json,langchain,19716270,0.3783783783783784,0.1494661921708185,0.2142857142857143
langchain-openai_20150519.txt.json,langchain,20150519,0.4411764705882353,0.26548672566371684,0.33149171270718236
langchain-openai_2018836.txt.json,langchain,2018836,0.4409448818897638,0.23236514522821577,0.30434782608695654
langchain-openai_20396475.txt.json,langchain,20396475,0.576271186440678,0.2111801242236025,0.3090909090909091
langchain-openai_21768294.txt.json,langchain,21768294,0.376,0.24102564102564103,0.29374999999999996
langchain-openai_22152042.txt.json,langchain,22152042,0.6046511627906976,0.26440677966101694,0.36792452830188677
langchain-openai_22629486.txt.json,langchain,22629486,0.47863247863247865,0.2074074074074074,0.28940568475452194
langchain-openai_22723755.txt.json,langchain,22723755,0.29245283018867924,0.14622641509433962,0.1949685534591195
langchain-openai_22919255.txt.json,langchain,22919255,0.4897959183673469,0.15434083601286175,0.23471882640586797
langchain-openai_22920823.txt.json,langchain,22920823,0.3490566037735849,0.16591928251121077,0.22492401215805474
langchain-openai_23872561.txt.json,langchain,23872561,0.42962962962962964,0.26976744186046514,0.33142857142857146
langchain-openai_23934175.txt.json,langchain,23934175,0.33076923076923076,0.16475095785440613,0.21994884910485935
langchain-openai_24192840.txt.json,langchain,24192840,0.47297297297297297,0.2517985611510791,0.32863849765258213
langchain-openai_24215626.txt.json,langchain,24215626,0.36363636363636365,0.16988416988416988,0.23157894736842105
langchain-openai_24300108.txt.json,langchain,24300108,0.4260869565217391,0.2,0.27222222222222225
langchain-openai_24482640.txt.json,langchain,24482640,0.5126582278481012,0.313953488372093,0.3894230769230769
langchain-openai_24532791.txt.json,langchain,24532791,0.4144144144144144,0.1776061776061776,0.24864864864864866
langchain-openai_24552547.txt.json,langchain,24552547,0.39869281045751637,0.305,0.3456090651558073
langchain-openai_24672735.txt.json,langchain,24672735,0.3333333333333333,0.25517241379310346,0.2890625
langchain-openai_2478231.txt.json,langchain,2478231,0.5870967741935483,0.22413793103448276,0.3244206773618538
langchain-openai_25277158.txt.json,langchain,25277158,0.5080645161290323,0.1649214659685864,0.24901185770750991
langchain-openai_25426027.txt.json,langchain,25426027,0.4339622641509434,0.20444444444444446,0.27794561933534745
langchain-openai_25526801.txt.json,langchain,25526801,0.2644628099173554,0.19161676646706588,0.22222222222222224
langchain-openai_25904064.txt.json,langchain,25904064,0.3014705882352941,0.17903930131004367,0.2246575342465753
langchain-openai_26009832.txt.json,langchain,26009832,0.325,0.14130434782608695,0.19696969696969696
langchain-openai_26061748.txt.json,langchain,26061748,0.34375,0.22916666666666666,0.27499999999999997
langchain-openai_26135587.txt.json,langchain,26135587,0.3177570093457944,0.18181818181818182,0.23129251700680273
langchain-openai_26362109.txt.json,langchain,26362109,0.39090909090909093,0.27044025157232704,0.3197026022304833
langchain-openai_26388769.txt.json,langchain,26388769,0.45255474452554745,0.5040650406504065,0.4769230769230769
langchain-openai_26425313.txt.json,langchain,26425313,0.29457364341085274,0.1688888888888889,0.21468926553672316
langchain-openai_26620827.txt.json,langchain,26620827,0.38461538461538464,0.4090909090909091,0.39647577092511016
langchain-openai_26693196.txt.json,langchain,26693196,0.5689655172413793,0.25984251968503935,0.3567567567567567
langchain-openai_26698563.txt.json,langchain,26698563,0.33858267716535434,0.2097560975609756,0.25903614457831325
langchain-openai_26759600.txt.json,langchain,26759600,0.4659090909090909,0.2733333333333333,0.34453781512605036
langchain-openai_26771015.txt.json,langchain,26771015,0.5576923076923077,0.23293172690763053,0.3286118980169972
langchain-openai_26867006.txt.json,langchain,26867006,0.3333333333333333,0.2569832402234637,0.2902208201892744
langchain-openai_26883674.txt.json,langchain,26883674,0.49230769230769234,0.23357664233576642,0.31683168316831684
langchain-openai_26989696.txt.json,langchain,26989696,0.29508196721311475,0.17560975609756097,0.2201834862385321
langchain-openai_26989706.txt.json,langchain,26989706,0.38823529411764707,0.171875,0.23826714801444046
langchain-openai_27398178.txt.json,langchain,27398178,0.7217391304347827,0.3755656108597285,0.4940476190476191
langchain-openai_28025003.txt.json,langchain,28025003,0.2546583850931677,0.23699421965317918,0.2455089820359281
langchain-openai_28081773.txt.json,langchain,28081773,0.3305785123966942,0.19900497512437812,0.2484472049689441
langchain-openai_28085050.txt.json,langchain,28085050,0.3904109589041096,0.296875,0.33727810650887574
langchain-openai_28328845.txt.json,langchain,28328845,0.4506172839506173,0.3230088495575221,0.37628865979381443
langchain-openai_28341742.txt.json,langchain,28341742,0.4589041095890411,0.2607003891050584,0.33250620347394544
langchain-openai_28357313.txt.json,langchain,28357313,0.30158730158730157,0.15019762845849802,0.20052770448548815
langchain-openai_28532672.txt.json,langchain,28532672,0.34810126582278483,0.23404255319148937,0.2798982188295165
