filename,model_type,doc_id,rouge_we_3_p,rouge_we_3_r,rouge_we_3_f
langchain-openai_10023032.txt.json,langchain,10023032,0.49375,0.34051724137931033,0.4030612244897959
langchain-openai_10666450.txt.json,langchain,10666450,0.4142857142857143,0.2636363636363636,0.3222222222222222
langchain-openai_11250870.txt.json,langchain,11250870,0.2777777777777778,0.09615384615384616,0.14285714285714288
langchain-openai_11600250.txt.json,langchain,11600250,0.41964285714285715,0.23383084577114427,0.3003194888178914
langchain-openai_12202526.txt.json,langchain,12202526,0.3382352941176471,0.22044728434504793,0.2669245647969053
langchain-openai_12791683.txt.json,langchain,12791683,0.34306569343065696,0.21962616822429906,0.2678062678062678
langchain-openai_12920324.txt.json,langchain,12920324,0.5984251968503937,0.35514018691588783,0.44574780058651026
langchain-openai_14668458.txt.json,langchain,14668458,0.30344827586206896,0.13968253968253969,0.19130434782608696
langchain-openai_15070725.txt.json,langchain,15070725,0.4953271028037383,0.31547619047619047,0.3854545454545455
langchain-openai_15314218.txt.json,langchain,15314218,0.35802469135802467,0.27751196172248804,0.3126684636118599
langchain-openai_17329672.txt.json,langchain,17329672,0.4682080924855491,0.3875598086124402,0.4240837696335079
langchain-openai_17360565.txt.json,langchain,17360565,0.2922077922077922,0.22058823529411764,0.25139664804469275
langchain-openai_17634151.txt.json,langchain,17634151,0.425531914893617,0.18779342723004694,0.26058631921824105
langchain-openai_17898283.txt.json,langchain,17898283,0.36507936507936506,0.14790996784565916,0.21052631578947367
langchain-openai_18177893.txt.json,langchain,18177893,0.42857142857142855,0.2827868852459016,0.34074074074074073
langchain-openai_18832739.txt.json,langchain,18832739,0.378698224852071,0.2549800796812749,0.3047619047619048
langchain-openai_19538912.txt.json,langchain,19538912,0.3515151515151515,0.29896907216494845,0.3231197771587744
langchain-openai_19682250.txt.json,langchain,19682250,0.3219178082191781,0.2568306010928962,0.28571428571428575
langchain-openai_19716270.txt.json,langchain,19716270,0.40764331210191085,0.2277580071174377,0.2922374429223744
langchain-openai_20150519.txt.json,langchain,20150519,0.3776223776223776,0.23893805309734514,0.2926829268292683
langchain-openai_2018836.txt.json,langchain,2018836,0.5811965811965812,0.2821576763485477,0.37988826815642457
langchain-openai_20396475.txt.json,langchain,20396475,0.5769230769230769,0.2329192546583851,0.331858407079646
langchain-openai_21768294.txt.json,langchain,21768294,0.4028776978417266,0.28717948717948716,0.3353293413173652
langchain-openai_22152042.txt.json,langchain,22152042,0.6194690265486725,0.23728813559322035,0.3431372549019608
langchain-openai_22629486.txt.json,langchain,22629486,0.3787878787878788,0.18518518518518517,0.24875621890547261
langchain-openai_22723755.txt.json,langchain,22723755,0.16393442622950818,0.09433962264150944,0.11976047904191617
langchain-openai_22919255.txt.json,langchain,22919255,0.44339622641509435,0.15112540192926044,0.22541966426858512
langchain-openai_22920823.txt.json,langchain,22920823,0.358974358974359,0.18834080717488788,0.2470588235294118
langchain-openai_23872561.txt.json,langchain,23872561,0.2882882882882883,0.14883720930232558,0.19631901840490798
langchain-openai_23934175.txt.json,langchain,23934175,0.359375,0.17624521072796934,0.2365038560411311
