filename,model_type,doc_id,summaqa_avg_prob,summaqa_avg_fscore
langchain-openai_10023032.txt.json,langchain,10023032,0.0904927192135684,0.0
langchain-openai_10666450.txt.json,langchain,10666450,0.06506327539219017,0.0015278286569266166
langchain-openai_11250870.txt.json,langchain,11250870,0.046693627434650255,0.00012734797835084368
langchain-openai_11600250.txt.json,langchain,11600250,0.07490687365079793,0.0038335738335738335
langchain-openai_12202526.txt.json,langchain,12202526,0.03123847602006356,0.00229835523953171
langchain-openai_12791683.txt.json,langchain,12791683,0.08469444450635749,0.013342490842490843
langchain-openai_12920324.txt.json,langchain,12920324,0.055610372826870445,0.009919988804549562
langchain-openai_14668458.txt.json,langchain,14668458,0.023707529254019356,0.0036029011047660642
langchain-openai_15070725.txt.json,langchain,15070725,0.09641291572600186,8.618832148243914e-05
langchain-openai_15314218.txt.json,langchain,15314218,0.0741344175914123,0.017654857437303047
langchain-openai_17329672.txt.json,langchain,17329672,0.06802723383914278,0.0019946808510638296
langchain-openai_17360565.txt.json,langchain,17360565,0.09683038696773097,0.012973405919150104
langchain-openai_17634151.txt.json,langchain,17634151,0.026279074243173856,0.0
langchain-openai_17898283.txt.json,langchain,17898283,0.05708658140129088,0.0018874183557503778
langchain-openai_18177893.txt.json,langchain,18177893,0.07291580077144638,0.000584596323150887
langchain-openai_18832739.txt.json,langchain,18832739,0.08815153164763477,0.0
langchain-openai_19538912.txt.json,langchain,19538912,0.07148125455322663,0.007365024998360333
langchain-openai_19682250.txt.json,langchain,19682250,0.08604093293913385,0.0007575757575757576
langchain-openai_19716270.txt.json,langchain,19716270,0.023802000245322603,0.007802989898704377
langchain-openai_20150519.txt.json,langchain,20150519,0.06744543851894266,0.007772774181442913
langchain-openai_2018836.txt.json,langchain,2018836,0.08521721825692377,0.00044732721986132855
langchain-openai_20396475.txt.json,langchain,20396475,0.0699062960931671,0.0
langchain-openai_21768294.txt.json,langchain,21768294,0.09310984256042464,0.000316105579263474
langchain-openai_22152042.txt.json,langchain,22152042,0.07857485890385013,0.0002200508352731754
langchain-openai_22629486.txt.json,langchain,22629486,0.05320899543381369,0.011179300459660278
langchain-openai_22723755.txt.json,langchain,22723755,0.03218831538891352,0.005086859305125559
langchain-openai_22919255.txt.json,langchain,22919255,0.05392447448851142,9.398496240601504e-05
langchain-openai_22920823.txt.json,langchain,22920823,0.007377283062430066,0.0051516436670498295
langchain-openai_23872561.txt.json,langchain,23872561,0.0746908912321881,0.0
langchain-openai_23934175.txt.json,langchain,23934175,0.08076223622386654,0.0032679738562091504
langchain-openai_24192840.txt.json,langchain,24192840,0.09069704617390437,0.0018375411302673274
langchain-openai_24215626.txt.json,langchain,24215626,0.05735977041071062,0.003457617046617261
langchain-openai_24300108.txt.json,langchain,24300108,0.07630869935541071,0.00048250904704463213
langchain-openai_24482640.txt.json,langchain,24482640,0.08721645774001978,0.0
langchain-openai_24532791.txt.json,langchain,24532791,0.057258586964723614,0.007550460090290892
langchain-openai_24552547.txt.json,langchain,24552547,0.09365968664594906,0.0006313636565737406
langchain-openai_24672735.txt.json,langchain,24672735,0.043238936496062245,0.017841167038501457
langchain-openai_2478231.txt.json,langchain,2478231,0.09807176107984547,0.0
langchain-openai_25277158.txt.json,langchain,25277158,0.0501680105070894,0.056790123456790124
langchain-openai_25426027.txt.json,langchain,25426027,0.02386855562405151,0.0003040437823046519
langchain-openai_25526801.txt.json,langchain,25526801,0.08956139920053441,0.0
langchain-openai_25904064.txt.json,langchain,25904064,0.07798887437975997,0.000919393393916519
langchain-openai_26009832.txt.json,langchain,26009832,0.03360415011162868,0.0061014771997430954
langchain-openai_26061748.txt.json,langchain,26061748,0.08405174443670026,0.0009208495909730958
langchain-openai_26135587.txt.json,langchain,26135587,0.030538788073077226,0.007905660148062993
langchain-openai_26362109.txt.json,langchain,26362109,0.05960714064068098,0.002573151154611829
