filename,model_type,doc_id,coverage,density,compression,percentage_novel_1-gram,percentage_novel_2-gram
langchain-openai_10023032.txt.json,langchain,10023032,0.9386503067484663,3.2208588957055215,17.7239263803681,0.12631578947368421,0.38926174496644295
langchain-openai_10666450.txt.json,langchain,10666450,0.9466666666666667,3.32,39.18666666666667,0.09411764705882353,0.36619718309859156
langchain-openai_11250870.txt.json,langchain,11250870,0.9107142857142857,3.482142857142857,43.19642857142857,0.13157894736842105,0.4019607843137255
langchain-openai_11600250.txt.json,langchain,11600250,0.8602941176470589,2.2279411764705883,25.683823529411764,0.22784810126582278,0.5338983050847458
langchain-openai_12202526.txt.json,langchain,12202526,0.937799043062201,3.5311004784688995,29.86602870813397,0.12380952380952381,0.4011299435028249
langchain-openai_12791683.txt.json,langchain,12791683,0.9290780141843972,2.645390070921986,40.43262411347518,0.12195121951219512,0.421875
langchain-openai_12920324.txt.json,langchain,12920324,0.908256880733945,3.091743119266055,28.18348623853211,0.1643835616438356,0.4117647058823529
langchain-openai_14668458.txt.json,langchain,14668458,0.8757763975155279,2.1180124223602483,23.36024844720497,0.1958762886597938,0.5827338129496403
langchain-openai_15070725.txt.json,langchain,15070725,0.8970588235294118,3.1519607843137254,20.955882352941178,0.2268041237113402,0.4662576687116564
langchain-openai_15314218.txt.json,langchain,15314218,0.9344978165938864,3.7292576419213974,26.03056768558952,0.15454545454545454,0.4166666666666667
langchain-openai_17329672.txt.json,langchain,17329672,0.9559748427672956,3.811320754716981,42.9685534591195,0.0967741935483871,0.36231884057971014
langchain-openai_17360565.txt.json,langchain,17360565,0.9192546583850931,3.4037267080745344,25.658385093167702,0.12087912087912088,0.4
langchain-openai_17634151.txt.json,langchain,17634151,0.9069767441860465,3.062015503875969,36.31782945736434,0.14864864864864866,0.4608695652173913
langchain-openai_17898283.txt.json,langchain,17898283,0.9212121212121213,3.090909090909091,36.36363636363637,0.14285714285714285,0.4632352941176471
langchain-openai_18177893.txt.json,langchain,18177893,0.9042553191489362,3.297872340425532,30.856382978723403,0.16831683168316833,0.4878048780487805
langchain-openai_18832739.txt.json,langchain,18832739,0.9456066945606695,3.00418410041841,25.267782426778243,0.14166666666666666,0.435
langchain-openai_19538912.txt.json,langchain,19538912,0.9581151832460733,3.481675392670157,33.27748691099477,0.07547169811320754,0.3815028901734104
