filename,model_type,doc_id,coverage,density,compression,percentage_novel_1-gram,percentage_novel_2-gram
openai_28357313.txt.json,openai,28357313,0.890625,1.921875,44.078125,0.16666666666666666,0.6
openai_28532672.txt.json,openai,28532672,0.91701244813278,3.1659751037344397,23.91286307053942,0.16393442622950818,0.43661971830985913
openai_28751072.txt.json,openai,28751072,0.9315068493150684,2.493150684931507,22.19178082191781,0.12658227848101267,0.5503875968992248
openai_28835437.txt.json,openai,28835437,0.9078947368421053,2.276315789473684,24.67763157894737,0.16842105263157894,0.5034965034965035
openai_29232865.txt.json,openai,29232865,0.872093023255814,2.127906976744186,20.16860465116279,0.21238938053097345,0.5900621118012422
openai_29372157.txt.json,openai,29372157,0.8739495798319328,2.1848739495798317,22.96638655462185,0.2077922077922078,0.5585585585585585
openai_29720994.txt.json,openai,29720994,0.8814432989690721,2.4381443298969074,32.98453608247423,0.1891891891891892,0.5789473684210527
openai_29853884.txt.json,openai,29853884,0.9085365853658537,1.8109756097560976,33.451219512195124,0.13402061855670103,0.5782312925170068
openai_30050108.txt.json,openai,30050108,0.8926553672316384,2.1129943502824857,31.231638418079097,0.20833333333333334,0.5833333333333334
openai_30278795.txt.json,openai,30278795,0.9128440366972477,3.802752293577982,15.646788990825687,0.16296296296296298,0.4682926829268293
openai_30296261.txt.json,openai,30296261,0.8988095238095238,2.3392857142857144,32.095238095238095,0.16666666666666666,0.538961038961039
openai_30338186.txt.json,openai,30338186,0.8488372093023255,2.383720930232558,18.761627906976745,0.25,0.5548780487804879
openai_30400950.txt.json,openai,30400950,0.8716577540106952,3.1818181818181817,15.32620320855615,0.2231404958677686,0.5698324022346368
openai_30412320.txt.json,openai,30412320,0.8837209302325582,2.1744186046511627,22.790697674418606,0.2037037037037037,0.5796178343949044
openai_30621090.txt.json,openai,30621090,0.875,2.53125,28.791666666666668,0.20952380952380953,0.5523255813953488
openai_30697269.txt.json,openai,30697269,0.8448275862068966,2.0,26.982758620689655,0.2345679012345679,0.6846846846846847
openai_30785934.txt.json,openai,30785934,0.867816091954023,1.9597701149425288,19.126436781609197,0.2358490566037736,0.6666666666666666
openai_31114497.txt.json,openai,31114497,0.9135802469135802,2.7037037037037037,36.382716049382715,0.1368421052631579,0.4931506849315068
openai_31292491.txt.json,openai,31292491,0.8704453441295547,1.8178137651821862,23.489878542510123,0.2119205298013245,0.6473214285714286
openai_31387225.txt.json,openai,31387225,0.8830409356725146,2.6374269005847952,39.66081871345029,0.20388349514563106,0.5477707006369427
openai_31438536.txt.json,openai,31438536,0.8705882352941177,2.447058823529412,29.7,0.19090909090909092,0.554140127388535
openai_31515467.txt.json,openai,31515467,0.8717948717948718,2.4871794871794872,20.525641025641026,0.22580645161290322,0.463768115942029
openai_31598157.txt.json,openai,31598157,0.8917525773195877,2.0257731958762886,13.608247422680412,0.20192307692307693,0.5757575757575758
openai_31623127.txt.json,openai,31623127,0.905982905982906,2.9914529914529915,26.799145299145298,0.18045112781954886,0.5069124423963134
openai_31646728.txt.json,openai,31646728,0.8928571428571429,2.454081632653061,33.63775510204081,0.16822429906542055,0.5423728813559322
openai_31692481.txt.json,openai,31692481,0.9415584415584416,2.772727272727273,25.642857142857142,0.10891089108910891,0.43243243243243246
openai_31734469.txt.json,openai,31734469,0.8995433789954338,2.643835616438356,22.118721461187214,0.1693548387096774,0.5422885572139303
openai_31776283.txt.json,openai,31776283,0.9111969111969112,2.5096525096525095,26.436293436293436,0.17777777777777778,0.581081081081081
openai_31878829.txt.json,openai,31878829,0.9281767955801105,3.1049723756906076,29.39779005524862,0.1271186440677966,0.5176470588235295
openai_31921993.txt.json,openai,31921993,0.8897058823529411,2.463235294117647,19.433823529411764,0.1728395061728395,0.5634920634920635
openai_31933937.txt.json,openai,31933937,0.914572864321608,3.7889447236180906,15.341708542713567,0.15789473684210525,0.5027624309392266
openai_32116644.txt.json,openai,32116644,0.8994082840236687,3.526627218934911,28.49112426035503,0.15,0.4645161290322581
openai_32252380.txt.json,openai,32252380,0.8317757009345794,2.4485981308411215,31.074766355140188,0.2857142857142857,0.5631578947368421
openai_32281301.txt.json,openai,32281301,0.9080118694362018,3.72106824925816,12.014836795252226,0.16265060240963855,0.503448275862069
openai_32524041.txt.json,openai,32524041,0.8481675392670157,3.183246073298429,22.539267015706805,0.22018348623853212,0.5714285714285714
openai_32547622.txt.json,openai,32547622,0.8469945355191257,1.7759562841530054,14.633879781420765,0.24778761061946902,0.6685714285714286
openai_32694387.txt.json,openai,32694387,0.9369747899159664,3.5756302521008405,20.567226890756302,0.1076923076923077,0.4481132075471698
openai_32751594.txt.json,openai,32751594,0.8447488584474886,2.470319634703196,15.666666666666666,0.23809523809523808,0.6149732620320856
openai_32823611.txt.json,openai,32823611,0.8427672955974843,1.748427672955975,27.29559748427673,0.2653061224489796,0.6174496644295302
openai_32859047.txt.json,openai,32859047,0.8972972972972973,3.535135135135135,21.951351351351352,0.23333333333333334,0.546583850931677
openai_32922090.txt.json,openai,32922090,0.8571428571428571,2.193877551020408,13.903061224489797,0.2857142857142857,0.6242774566473989
openai_32967898.txt.json,openai,32967898,0.8703071672354948,2.0853242320819114,12.542662116040956,0.2392638036809816,0.6551724137931034
openai_32992627.txt.json,openai,32992627,0.8802816901408451,2.436619718309859,24.591549295774648,0.20714285714285716,0.49377593360995853
openai_33050010.txt.json,openai,33050010,0.8932038834951457,3.3106796116504853,32.786407766990294,0.1951219512195122,0.47368421052631576
openai_33053851.txt.json,openai,33053851,0.9261083743842364,2.394088669950739,19.655172413793103,0.14516129032258066,0.6113989637305699
openai_33195652.txt.json,openai,33195652,0.9279538904899135,2.674351585014409,8.789625360230547,0.15591397849462366,0.5719063545150501
openai_33269027.txt.json,openai,33269027,0.8789237668161435,1.9730941704035874,13.659192825112108,0.20714285714285716,0.6095238095238096
openai_33315875.txt.json,openai,33315875,0.9014778325123153,2.3596059113300494,34.635467980295566,0.17391304347826086,0.48936170212765956
openai_33330683.txt.json,openai,33330683,0.8773946360153256,2.4636015325670497,15.555555555555555,0.2348993288590604,0.640495867768595
openai_33420151.txt.json,openai,33420151,0.8533333333333334,2.7733333333333334,22.153333333333332,0.2441860465116279,0.5833333333333334
openai_33425836.txt.json,openai,33425836,0.8994413407821229,2.1508379888268156,25.910614525139664,0.18446601941747573,0.573170731707317
