filename,model_type,bert_score_precision,bert_score_recall,bert_score_f1
langchain-openai_10023032.txt.json,langchain,0.7227640748023987,0.6991129517555237,0.7107418179512024
langchain-openai_10666450.txt.json,langchain,0.7179980278015137,0.6266411542892456,0.6692161560058594
langchain-openai_11250870.txt.json,langchain,0.646954357624054,0.5126105546951294,0.5720000863075256
langchain-openai_11600250.txt.json,langchain,0.6731413006782532,0.6765086650848389,0.6748208403587341
langchain-openai_12202526.txt.json,langchain,0.6586723327636719,0.5275970101356506,0.5858932137489319
langchain-openai_12791683.txt.json,langchain,0.6691313982009888,0.6279647350311279,0.6478947997093201
langchain-openai_12920324.txt.json,langchain,0.7427433133125305,0.664013147354126,0.7011751532554626
langchain-openai_14668458.txt.json,langchain,0.6719828248023987,0.5488300323486328,0.6041947603225708
langchain-openai_15070725.txt.json,langchain,0.7490302324295044,0.6947481632232666,0.720868706703186
langchain-openai_15314218.txt.json,langchain,0.7412245273590088,0.6661565899848938,0.7016885876655579
langchain-openai_17329672.txt.json,langchain,0.6836143732070923,0.6211633682250977,0.6508943438529968
langchain-openai_17360565.txt.json,langchain,0.6929166316986084,0.636035144329071,0.6632585525512695
langchain-openai_17634151.txt.json,langchain,0.6745021343231201,0.6228257417678833,0.647634744644165
langchain-openai_17898283.txt.json,langchain,0.7024190425872803,0.6323378086090088,0.6655386090278625
langchain-openai_18177893.txt.json,langchain,0.7245926260948181,0.6925105452537537,0.7081884145736694
langchain-openai_18832739.txt.json,langchain,0.7327525615692139,0.6673247218132019,0.6985098123550415
langchain-openai_19538912.txt.json,langchain,0.6998320817947388,0.6211335062980652,0.6581385135650635
langchain-openai_19682250.txt.json,langchain,0.6820003986358643,0.6482240557670593,0.6646833419799805
langchain-openai_19716270.txt.json,langchain,0.6760019659996033,0.5697726607322693,0.6183581352233887
langchain-openai_20150519.txt.json,langchain,0.7476907968521118,0.649215817451477,0.6949822902679443
langchain-openai_2018836.txt.json,langchain,0.7126830816268921,0.6352930665016174,0.6717665195465088
langchain-openai_20396475.txt.json,langchain,0.7463699579238892,0.6551602482795715,0.6977971792221069
langchain-openai_21768294.txt.json,langchain,0.726954460144043,0.682647705078125,0.7041047215461731
langchain-openai_22152042.txt.json,langchain,0.747492253780365,0.6679510474205017,0.7054867148399353
langchain-openai_22629486.txt.json,langchain,0.7209979295730591,0.5999605655670166,0.6549340486526489
langchain-openai_22723755.txt.json,langchain,0.6415255665779114,0.5696384906768799,0.6034486889839172
langchain-openai_22919255.txt.json,langchain,0.7760991454124451,0.6104093790054321,0.6833541989326477
langchain-openai_22920823.txt.json,langchain,0.6525098085403442,0.5681554079055786,0.6074179410934448
langchain-openai_23872561.txt.json,langchain,0.6918772459030151,0.6284458637237549,0.6586378812789917
langchain-openai_23934175.txt.json,langchain,0.7406879663467407,0.6204832792282104,0.6752780079841614
langchain-openai_24192840.txt.json,langchain,0.6838709115982056,0.5962802171707153,0.6370790004730225
langchain-openai_24215626.txt.json,langchain,0.7327355742454529,0.603867769241333,0.6620892882347107
langchain-openai_24300108.txt.json,langchain,0.7213746309280396,0.6689714193344116,0.6941854953765869
langchain-openai_24482640.txt.json,langchain,0.7450573444366455,0.6818224191665649,0.7120386958122253
langchain-openai_24532791.txt.json,langchain,0.766811192035675,0.6818475723266602,0.7218378782272339
langchain-openai_24552547.txt.json,langchain,0.7010055780410767,0.6168323755264282,0.6562308073043823
langchain-openai_24672735.txt.json,langchain,0.6714364290237427,0.6771506071090698,0.6742814183235168
langchain-openai_2478231.txt.json,langchain,0.716240406036377,0.6498379707336426,0.6814253330230713
langchain-openai_25277158.txt.json,langchain,0.6824871897697449,0.5673415660858154,0.6196102499961853
langchain-openai_25426027.txt.json,langchain,0.715895414352417,0.6311068534851074,0.6708325743675232
langchain-openai_25526801.txt.json,langchain,0.7067118883132935,0.627303421497345,0.664644181728363
langchain-openai_25904064.txt.json,langchain,0.6903919577598572,0.5644375681877136,0.6210933923721313
langchain-openai_26009832.txt.json,langchain,0.6747781038284302,0.5382784605026245,0.5988484621047974
langchain-openai_26061748.txt.json,langchain,0.7004358768463135,0.6861807703971863,0.6932350397109985
langchain-openai_26135587.txt.json,langchain,0.6328386068344116,0.5809249877929688,0.6057716012001038
langchain-openai_26362109.txt.json,langchain,0.6656454801559448,0.6095553040504456,0.6363667845726013
langchain-openai_26388769.txt.json,langchain,0.7507261037826538,0.7394542098045349,0.7450475096702576
langchain-openai_26425313.txt.json,langchain,0.6763043999671936,0.6251899003982544,0.6497434377670288
langchain-openai_26620827.txt.json,langchain,0.7410283088684082,0.7446062564849854,0.742812991142273
langchain-openai_26693196.txt.json,langchain,0.7128832936286926,0.6143540143966675,0.6599614024162292
langchain-openai_26698563.txt.json,langchain,0.624514102935791,0.6152766942977905,0.6198610067367554
